MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
0.18,28.25,2.03,2.59,3.71,0.45,0.11,788.05,48.54,917.46,11
0.11,28.25,1.47,1.39,1.2,0.31,0.15,788.05,48.54,917.46,12
1.26,100.65,7.67,10.82,2.17,0.65,0.2,12.72,29.64,25.04,1
1.01,100.65,6.2,9.04,1.59,0.47,0.17,12.72,29.64,25.04,2
1.56,100.65,10.14,13.98,1.88,0.58,0.23,12.72,29.64,25.04,3
1.17,100.65,8.42,16.12,5.47,0.54,0.14,12.72,29.64,25.04,4
1.73,100.65,10.04,18.79,4.82,0.66,0.22,12.72,29.64,25.04,5
0.89,100.65,6.99,8.05,1.75,0.6,0.17,12.72,29.64,25.04,6
1.53,100.65,12.39,22.21,3.49,0.23,0.08,12.72,29.64,25.04,7
2.83,100.65,20.14,45.43,5.56,0.55,0.21,12.72,29.64,25.04,8
0.78,100.65,6.35,7.46,2.04,0.46,0.22,12.72,29.64,25.04,9
1.8,100.65,12,24.11,3.47,0.54,0.18,12.72,29.64,25.04,10
0.86,100.65,5.88,7.55,2.6,0.61,0.17,12.72,29.64,25.04,11
1.36,100.65,6.7,9.16,2.41,0.62,0.32,12.72,29.64,25.04,12
0.36,71.61,2.45,3.02,2.43,0.62,0.4,219.32,46.48,610.82,1
0.32,71.61,2.39,2.89,2.15,0.57,0.33,219.32,46.48,610.82,2
0.61,71.61,3.67,6.01,5.17,0.46,0.29,219.32,46.48,610.82,3
0.68,71.61,5.18,6.22,2.33,0.51,0.26,219.32,46.48,610.82,4
0.79,71.61,5.68,6.81,1.69,0.43,0.29,219.32,46.48,610.82,5
0.73,71.61,5.12,6.84,2.44,0.52,0.28,219.32,46.48,610.82,6
0.87,71.61,6.11,7.53,1.83,0.4,0.28,219.32,46.48,610.82,7
1.02,71.61,6.65,9.32,2.35,0.47,0.31,219.32,46.48,610.82,8
1.03,71.61,7.18,10.29,2.91,0.58,0.32,219.32,46.48,610.82,9
1.2,71.61,7.03,9.2,2.84,0.68,0.34,219.32,46.48,610.82,10
0.91,71.61,5.3,6.66,2.56,0.65,0.39,219.32,46.48,610.82,11
1.26,71.61,5.09,17.62,13.24,0.68,0.41,219.32,46.48,610.82,12
0.53,22.24,5.51,8.04,2.23,0.4,0.1,128.41,32.82,7.01,1
0.7,22.24,7,11.1,2.88,0.36,0.13,128.41,32.82,7.01,2
0.29,22.24,3.26,5.96,2.72,0.32,0.06,128.41,32.82,7.01,3
0.26,22.24,3.58,4.52,1.59,0.28,0.06,128.41,32.82,7.01,4
0.13,22.24,2.65,3.64,1.89,0.08,0.03,128.41,32.82,7.01,5
0.01,22.24,0.57,0.48,0.83,0.25,0.01,128.41,32.82,7.01,6
0.05,22.24,1.89,1.9,0.92,0.45,0.02,128.41,32.82,7.01,9
0.24,22.24,2.07,2.51,1.5,0.33,0.11,128.41,32.82,7.01,10
0.42,22.24,3.64,6.39,2.79,0.27,0.12,128.41,32.82,7.01,11
0.55,22.24,5.03,8.73,2.6,0.44,0.12,128.41,32.82,7.01,12
0.83,74,7.37,10.43,2.3,0.29,0.17,20.56,28.82,80.4,1
0.57,74,4.99,6.54,2.11,0.39,0.15,20.56,28.82,80.4,2
1.36,74,11.31,21.11,3.7,0.36,0.14,20.56,28.82,80.4,3
0.86,74,6.74,9.21,2.81,0.41,0.14,20.56,28.82,80.4,4
0.85,74,8.92,11.41,1.67,0.41,0.12,20.56,28.82,80.4,5
1.43,74,9.77,14.02,2.14,0.53,0.25,20.56,28.82,80.4,6
1.38,74,7.63,11.97,2.67,0.63,0.27,20.56,28.82,80.4,7
1.4,74,8.49,11.74,2.33,0.51,0.29,20.56,28.82,80.4,8
1.4,74,10.17,17.72,3.56,0.41,0.26,20.56,28.82,80.4,9
0.63,74,5.4,7.35,2.21,0.47,0.13,20.56,28.82,80.4,10
0.61,74,5.45,13.18,4.55,0.37,0.11,20.56,28.82,80.4,11
0.68,74,3.51,6.96,3.18,0.31,0.14,20.56,28.82,80.4,12
0.21,56.84,2.38,2.39,1.88,0.4,0.16,309.37,44.36,1043.05,1
0.21,56.84,2.23,2.53,1.57,0.4,0.15,309.37,44.36,1043.05,2
0.54,56.84,4.32,6.78,5.69,0.49,0.21,309.37,44.36,1043.05,3
0.67,56.84,6.26,6.6,1.57,0.56,0.24,309.37,44.36,1043.05,4
0.85,56.84,5.97,7.58,2.36,0.52,0.29,309.37,44.36,1043.05,5
0.84,56.84,6.79,7.78,1.71,0.48,0.27,309.37,44.36,1043.05,6
0.87,56.84,7.24,9.8,3.52,0.47,0.22,309.37,44.36,1043.05,7
0.99,56.84,10.02,11.97,2.26,0.56,0.23,309.37,44.36,1043.05,8
0.95,56.84,7.22,13.34,5.34,0.53,0.21,309.37,44.36,1043.05,9
0.69,56.84,5.28,6.6,2.84,0.62,0.18,309.37,44.36,1043.05,10
0.37,56.84,3.64,4.64,2.39,0.52,0.13,309.37,44.36,1043.05,11
0.4,56.84,3.41,4.4,4.45,0.46,0.21,309.37,44.36,1043.05,12
0.14,34.22,1.42,1.47,1.45,0.26,0.11,13.93,45.7,925.83,1
0.19,34.22,1.55,1.74,2.27,0.41,0.2,13.93,45.7,925.83,2
0.34,34.22,2.82,3.56,2,0.35,0.2,13.93,45.7,925.83,3
0.5,34.22,3.26,3.77,1.99,0.53,0.3,13.93,45.7,925.83,4
0.84,34.22,5,7.27,2.73,0.61,0.27,13.93,45.7,925.83,5
0.56,34.22,3.26,4.4,2.54,0.52,0.27,13.93,45.7,925.83,6
0.29,34.22,2.08,2.59,2.38,0.38,0.19,13.93,45.7,925.83,7
0.36,34.22,3.08,3.91,2.23,0.48,0.19,13.93,45.7,925.83,8
0.43,34.22,3.64,4.13,1.59,0.49,0.22,13.93,45.7,925.83,9
0.44,34.22,3.2,3.51,1.87,0.43,0.21,13.93,45.7,925.83,10
0.36,34.22,2.87,3.49,2.12,0.37,0.16,13.93,45.7,925.83,11
0.16,34.22,1.58,1.76,2.47,0.22,0.2,13.93,45.7,925.83,12
0.23,90.37,1.67,2.53,4.27,0.22,0.21,368.88,46.03,995.4,1
0.32,90.37,2.31,4.1,3.14,0.36,0.15,368.88,46.03,995.4,2
0.54,90.37,4.4,5.76,3.71,0.36,0.21,368.88,46.03,995.4,3
0.65,90.37,5.7,6.26,2.69,0.48,0.3,368.88,46.03,995.4,4
1,90.37,6.91,8.55,2.7,0.55,0.33,368.88,46.03,995.4,5
1.44,90.37,8.31,11.55,2.4,0.52,0.29,368.88,46.03,995.4,6
1.58,90.37,8.38,12.68,3.05,0.56,0.36,368.88,46.03,995.4,7
1.83,90.37,9.45,14.81,3.44,0.55,0.35,368.88,46.03,995.4,8
1.41,90.37,7.74,12.55,3.44,0.53,0.35,368.88,46.03,995.4,9
1.2,90.37,7.17,9.13,2.2,0.57,0.26,368.88,46.03,995.4,10
0.5,90.37,2.98,5.59,5.83,0.45,0.22,368.88,46.03,995.4,11
0.46,90.37,3.02,3.77,2.02,0.43,0.21,368.88,46.03,995.4,12
0.44,53.94,3.48,4.65,2,0.45,0.26,234.63,42.97,720.28,1
0.67,53.94,4.09,7.91,5.38,0.35,0.24,234.63,42.97,720.28,2
0.5,53.94,3.95,5.17,2.26,0.42,0.21,234.63,42.97,720.28,3
0.74,53.94,5.26,6.16,1.67,0.47,0.23,234.63,42.97,720.28,4
1.09,53.94,7.68,12.31,5.2,0.51,0.23,234.63,42.97,720.28,5
0.61,53.94,4.8,6.51,2.66,0.47,0.21,234.63,42.97,720.28,6
1.22,53.94,9.13,14,4.64,0.36,0.2,234.63,42.97,720.28,7
1.04,53.94,6.78,10.87,3.13,0.37,0.22,234.63,42.97,720.28,8
1.03,53.94,6.75,10.38,4.42,0.45,0.24,234.63,42.97,720.28,9
0.69,53.94,4.68,6.38,3.06,0.49,0.25,234.63,42.97,720.28,10
0.71,53.94,5.33,7.77,2.89,0.43,0.23,234.63,42.97,720.28,11
0.47,53.94,3.01,3.98,2.6,0.42,0.27,234.63,42.97,720.28,12
0.47,50.57,3.22,5.04,3.42,0.4,0.19,296.53,42.27,727.92,1
0.58,50.57,3.9,5.47,2.48,0.42,0.21,296.53,42.27,727.92,2
0.58,50.57,4.07,5.97,2.48,0.39,0.18,296.53,42.27,727.92,3
0.74,50.57,5.82,7,1.41,0.41,0.21,296.53,42.27,727.92,4
0.78,50.57,5.46,6.75,1.89,0.5,0.22,296.53,42.27,727.92,5
0.95,50.57,6.97,9.63,2.32,0.55,0.18,296.53,42.27,727.92,6
0.93,50.57,6.34,8.42,2.17,0.31,0.23,296.53,42.27,727.92,7
1.2,50.57,7.36,15.13,5.88,0.36,0.32,296.53,42.27,727.92,8
0.97,50.57,5.12,10.28,4.13,0.44,0.27,296.53,42.27,727.92,9
0.75,50.57,4.41,7.47,5.23,0.45,0.3,296.53,42.27,727.92,10
0.67,50.57,3.98,6.31,4.2,0.42,0.25,296.53,42.27,727.92,11
0.49,50.57,2.84,3.67,2.27,0.43,0.26,296.53,42.27,727.92,12
0.25,10.58,2.13,2.41,1.71,0.51,0.13,356.13,47.21,227.22,1
0.18,10.58,1.91,2.03,2.96,0.42,0.1,356.13,47.21,227.22,2
0.23,10.58,2.39,3.01,2.06,0.35,0.15,356.13,47.21,227.22,3
0.17,10.58,2.42,2.22,1.26,0.18,0.09,356.13,47.21,227.22,4
0.16,10.58,2.06,2.01,1.39,0.27,0.07,356.13,47.21,227.22,5
0.13,10.58,2.09,2.5,1.86,0.17,0.09,356.13,47.21,227.22,6
0.1,10.58,2.69,2.17,2.15,0.31,0.04,356.13,47.21,227.22,7
0.05,10.58,1.79,2.35,2.25,0.19,0.04,356.13,47.21,227.22,8
0.11,10.58,1.45,1.96,3,0.32,0.07,356.13,47.21,227.22,9
0.2,10.58,2.34,2.66,1.88,0.42,0.12,356.13,47.21,227.22,10
0.18,10.58,2.03,2.48,1.61,0.28,0.16,356.13,47.21,227.22,11
0.22,10.58,2.3,2.7,2.28,0.36,0.17,356.13,47.21,227.22,12
0.52,74.23,3.2,4.24,2.13,0.42,0.25,318.16,44.37,126.33,1
0.53,74.23,3.68,5.13,2.51,0.45,0.32,318.16,44.37,126.33,2
0.63,74.23,3.93,5.4,2.73,0.51,0.32,318.16,44.37,126.33,3
0.72,74.23,5.28,6.06,1.86,0.57,0.25,318.16,44.37,126.33,4
1.06,74.23,7.08,9.27,2.1,0.56,0.32,318.16,44.37,126.33,5
0.9,74.23,5.99,6.66,1.47,0.63,0.33,318.16,44.37,126.33,6
1,74.23,6.36,8.1,1.68,0.65,0.3,318.16,44.37,126.33,7
1.5,74.23,7.05,10.8,2.93,0.61,0.36,318.16,44.37,126.33,8
0.68,74.23,4.95,6.44,1.97,0.62,0.2,318.16,44.37,126.33,9
1.17,74.23,6.39,10.28,3.18,0.61,0.24,318.16,44.37,126.33,10
0.7,74.23,4.36,6,2.31,0.46,0.27,318.16,44.37,126.33,11
0.7,74.23,4.45,4.95,2.25,0.57,0.4,318.16,44.37,126.33,12
0.73,21.57,5.3,18.66,7.14,0.49,0.13,1535.86,38.42,690.31,1
0.22,21.57,2.17,2.2,1.46,0.38,0.16,1535.86,38.42,690.31,2
0.44,21.57,3.58,5.02,3.2,0.29,0.15,1535.86,38.42,690.31,3
0.3,21.57,2.9,3.05,2.35,0.35,0.15,1535.86,38.42,690.31,4
0.39,21.57,4.48,4.75,1.46,0.46,0.11,1535.86,38.42,690.31,5
0.14,21.57,2.94,4.46,2.61,0.24,0.05,1535.86,38.42,690.31,6
0.44,21.57,2.62,3.89,2.64,0.51,0.17,1535.86,38.42,690.31,7
0.31,21.57,2.28,2.25,1.37,0.52,0.17,1535.86,38.42,690.31,8
0.51,21.57,4.25,6.48,2.59,0.44,0.12,1535.86,38.42,690.31,9
0.52,21.57,3.56,4.85,2.29,0.38,0.12,1535.86,38.42,690.31,10
0.39,21.57,3.65,4.3,1.75,0.36,0.11,1535.86,38.42,690.31,11
0.41,21.57,2.87,5.04,3.58,0.47,0.2,1535.86,38.42,690.31,12
0.13,36.04,1.45,1.54,2.36,0.45,0.13,14.34,47.05,957.81,1
0.16,36.04,1.46,1.67,2.6,0.44,0.17,14.34,47.05,957.81,2
0.2,36.04,1.98,2.53,2.71,0.37,0.14,14.34,47.05,957.81,3
0.55,36.04,3.98,4.46,1.99,0.56,0.21,14.34,47.05,957.81,4
0.75,36.04,5.67,7.14,1.86,0.66,0.22,14.34,47.05,957.81,5
0.74,36.04,4.53,6.54,2.3,0.5,0.19,14.34,47.05,957.81,6
0.4,36.04,3.67,6.25,4.22,0.42,0.14,14.34,47.05,957.81,7
0.57,36.04,4.94,10.17,6.08,0.41,0.18,14.34,47.05,957.81,8
0.47,36.04,4.19,5.02,1.83,0.56,0.13,14.34,47.05,957.81,9
0.49,36.04,3.31,5.64,3.46,0.44,0.21,14.34,47.05,957.81,10
0.29,36.04,2.77,4.17,2.49,0.45,0.12,14.34,47.05,957.81,11
0.17,36.04,1.57,2.09,2.63,0.31,0.16,14.34,47.05,957.81,12
0.09,45.95,1.23,1.45,3.19,0.19,0.11,381.57,44.64,1036.83,1
0.15,45.95,1.83,2.54,2.09,0.34,0.11,381.57,44.64,1036.83,2
0.4,45.95,3.75,6.54,3.48,0.33,0.13,381.57,44.64,1036.83,3
0.73,45.95,5.46,6.82,2.29,0.47,0.22,381.57,44.64,1036.83,4
0.88,45.95,6.83,9.39,2.99,0.42,0.21,381.57,44.64,1036.83,5
0.69,45.95,8.34,7.13,1.51,0.43,0.19,381.57,44.64,1036.83,6
0.78,45.95,9.31,13.32,2.7,0.39,0.17,381.57,44.64,1036.83,7
0.91,45.95,8.25,11.06,2.84,0.29,0.17,381.57,44.64,1036.83,8
0.88,45.95,6.8,15.99,4.4,0.4,0.14,381.57,44.64,1036.83,9
0.69,45.95,4.84,6.66,1.75,0.38,0.18,381.57,44.64,1036.83,10
0.3,45.95,2.81,4.29,3.71,0.49,0.14,381.57,44.64,1036.83,11
0.4,45.95,2.96,4.51,3.14,0.36,0.17,381.57,44.64,1036.83,12
0.72,42.82,6.91,9.28,2.32,0.64,0.13,56.97,36.59,2.76,1
0.77,42.82,6.16,8.2,2.75,0.64,0.22,56.97,36.59,2.76,2
0.56,42.82,5.11,6.18,1.88,0.53,0.11,56.97,36.59,2.76,3
0.62,42.82,5.5,9.08,4.89,0.39,0.11,56.97,36.59,2.76,4
0.08,42.82,0.95,1.31,2.66,0.26,0.05,56.97,36.59,2.76,5
0.01,42.82,0.54,0.48,2.03,0.11,0.03,56.97,36.59,2.76,6
0.01,42.82,0.53,0.42,1.35,0.22,0.03,56.97,36.59,2.76,7
0.09,42.82,1.34,2.56,3.29,0.47,0.06,56.97,36.59,2.76,8
0.1,42.82,1.24,2.05,2.39,0.29,0.05,56.97,36.59,2.76,9
0.67,42.82,6.23,12.91,3.45,0.3,0.12,56.97,36.59,2.76,10
0.57,42.82,3.73,6.27,4.61,0.48,0.14,56.97,36.59,2.76,11
0.63,42.82,5.51,9.53,3.78,0.51,0.19,56.97,36.59,2.76,12
1.09,57.64,13.93,25.38,2.81,0.43,0.05,6.18,27.7,7.83,1
0.81,57.64,9.94,16.03,1.81,0.42,0.08,6.18,27.7,7.83,2
0.88,57.64,8.46,16.27,3.28,0.3,0.11,6.18,27.7,7.83,3
0.23,57.64,5.39,6.85,1.23,0.46,0.03,6.18,27.7,7.83,4
0.72,57.64,6.28,15.91,4.2,0.36,0.08,6.18,27.7,7.83,5
1.57,57.64,16.83,21.81,1.61,0.62,0.08,6.18,27.7,7.83,6
0.79,57.64,9.51,12,1.4,0.43,0.03,6.18,27.7,7.83,7
0.82,57.64,11.03,14.43,1.4,0.56,0.04,6.18,27.7,7.83,8
1.82,57.64,15.52,27.74,4.05,0.66,0.09,6.18,27.7,7.83,9
0.2,57.64,6.35,11.98,2.15,0.11,0.03,6.18,27.7,7.83,10
0.38,57.64,7.33,14.58,2.46,0.25,0.05,6.18,27.7,7.83,11
0.33,57.64,5.08,8.36,2.36,0.29,0.11,6.18,27.7,7.83,12
0.11,65.9,1.63,2.39,3.34,0.17,0.07,778.32,40.21,1272.48,1
0.11,65.9,1.52,1.65,1.41,0.23,0.08,778.32,40.21,1272.48,2
0.37,65.9,3.31,6.03,2.76,0.34,0.12,778.32,40.21,1272.48,3
1.17,65.9,8.07,13.95,4.21,0.44,0.23,778.32,40.21,1272.48,4
1.51,65.9,7.74,15.58,5.09,0.45,0.28,778.32,40.21,1272.48,5
1.18,65.9,7.6,11.65,3.22,0.53,0.21,778.32,40.21,1272.48,6
1.16,65.9,7.76,10.53,3.14,0.5,0.29,778.32,40.21,1272.48,7
1.25,65.9,9.03,11.42,1.73,0.52,0.25,778.32,40.21,1272.48,8
0.91,65.9,5.45,12.15,5.84,0.53,0.17,778.32,40.21,1272.48,9
0.76,65.9,5.62,8.04,2.37,0.48,0.15,778.32,40.21,1272.48,10
0.24,65.9,3.61,6.62,4.18,0.32,0.08,778.32,40.21,1272.48,11
0.38,65.9,2.32,3.25,3.14,0.32,0.1,778.32,40.21,1272.48,12
0.34,93.96,3.06,3.99,2.2,0.41,0.15,197.74,41.63,1252.37,1
0.53,93.96,3.74,5.08,1.98,0.34,0.21,197.74,41.63,1252.37,2
0.76,93.96,5.39,7.83,3.4,0.43,0.23,197.74,41.63,1252.37,3
1.27,93.96,9.21,11.97,2.45,0.53,0.28,197.74,41.63,1252.37,4
1.36,93.96,8.46,11.33,1.99,0.52,0.32,197.74,41.63,1252.37,5
2.04,93.96,10.67,17.37,4.55,0.56,0.31,197.74,41.63,1252.37,6
1.45,93.96,10.15,12.88,2.19,0.6,0.23,197.74,41.63,1252.37,7
1.49,93.96,9.67,12.18,1.89,0.56,0.26,197.74,41.63,1252.37,8
1.3,93.96,7.89,10.82,1.83,0.46,0.26,197.74,41.63,1252.37,9
1.27,93.96,8.59,11.36,2.2,0.41,0.25,197.74,41.63,1252.37,10
0.69,93.96,4.69,6.2,2.31,0.49,0.16,197.74,41.63,1252.37,11
0.71,93.96,5.01,6.61,1.75,0.4,0.23,197.74,41.63,1252.37,12
0.05,54.58,0.88,1.21,2.95,0.22,0.09,396.42,43.77,1524.92,1
0.16,54.58,2.41,4.19,3.32,0.13,0.1,396.42,43.77,1524.92,2
0.37,54.58,3.86,5.83,2.59,0.31,0.12,396.42,43.77,1524.92,3
0.77,54.58,5.42,8.52,4.49,0.35,0.19,396.42,43.77,1524.92,4
0.89,54.58,6.13,8.98,3.1,0.47,0.27,396.42,43.77,1524.92,5
1.2,54.58,8.53,13.89,3.6,0.49,0.23,396.42,43.77,1524.92,6
0.62,54.58,6.42,7.6,1.92,0.4,0.18,396.42,43.77,1524.92,7
1.06,54.58,7.67,10.47,1.75,0.49,0.22,396.42,43.77,1524.92,8
0.71,54.58,5.55,6.68,2.03,0.5,0.16,396.42,43.77,1524.92,9
0.76,54.58,7.63,8.49,1.71,0.49,0.13,396.42,43.77,1524.92,10
0.2,54.58,3.35,4.75,2.06,0.27,0.06,396.42,43.77,1524.92,11
0.2,54.58,1.83,2.83,2.75,0.17,0.1,396.42,43.77,1524.92,12
0.71,86.3,5.43,6.45,1.94,0.41,0.28,101.97,43.2,60.75,1
0.97,86.3,7.31,9.04,3.07,0.48,0.27,101.97,43.2,60.75,2
1.06,86.3,7.05,8.85,2.18,0.4,0.3,101.97,43.2,60.75,3
1.09,86.3,7.49,9.34,2.3,0.52,0.22,101.97,43.2,60.75,4
1.14,86.3,7.38,11.94,4.83,0.55,0.31,101.97,43.2,60.75,5
1.17,86.3,7.18,9.56,2.26,0.51,0.34,101.97,43.2,60.75,6
1.19,86.3,7.21,9.48,2.24,0.49,0.3,101.97,43.2,60.75,7
1.68,86.3,8.05,12.97,2.64,0.55,0.28,101.97,43.2,60.75,8
1.63,86.3,9.23,14.83,3.32,0.48,0.27,101.97,43.2,60.75,9
1.55,86.3,9.43,14.01,2.32,0.48,0.28,101.97,43.2,60.75,10
0.98,86.3,6.67,8.94,2.42,0.47,0.26,101.97,43.2,60.75,11
1.15,86.3,7.77,8.7,1.67,0.47,0.32,101.97,43.2,60.75,12
0.08,40.98,1.06,1.28,2.46,0.16,0.11,507.05,48.26,1139.99,1
0.08,40.98,1.11,1.48,3.11,0.25,0.1,507.05,48.26,1139.99,2
0.19,40.98,1.93,2.85,2.41,0.2,0.12,507.05,48.26,1139.99,3
0.26,40.98,2.87,3.76,2.36,0.35,0.17,507.05,48.26,1139.99,4
0.84,40.98,6.1,8.43,2.86,0.45,0.22,507.05,48.26,1139.99,5
1.14,40.98,6.16,12.4,4.54,0.45,0.27,507.05,48.26,1139.99,6
0.69,40.98,5.2,7.52,2.31,0.29,0.26,507.05,48.26,1139.99,7
0.71,40.98,5.85,7.38,1.59,0.34,0.18,507.05,48.26,1139.99,8
0.71,40.98,5.94,10.65,3.78,0.33,0.13,507.05,48.26,1139.99,9
0.25,40.98,2.65,2.68,1.06,0.31,0.17,507.05,48.26,1139.99,10
0.12,40.98,1.15,1.18,1.36,0.19,0.1,507.05,48.26,1139.99,11
0.12,40.98,1.25,1.82,3.1,0.33,0.09,507.05,48.26,1139.99,12
0.19,59.19,2.36,3.91,3.19,0.15,0.07,319.27,39.13,1054.34,1
0.27,59.19,3.59,5.42,1.83,0.28,0.08,319.27,39.13,1054.34,2
0.5,59.19,3.9,8.45,4.47,0.41,0.15,319.27,39.13,1054.34,3
0.77,59.19,5.94,7.14,1.8,0.51,0.21,319.27,39.13,1054.34,4
1.23,59.19,8.55,15.41,3.97,0.53,0.21,319.27,39.13,1054.34,5
1.39,59.19,11.33,15,1.94,0.36,0.19,319.27,39.13,1054.34,6
1.15,59.19,7.51,10.26,2.01,0.32,0.19,319.27,39.13,1054.34,7
1.47,59.19,11.83,14.44,2.03,0.3,0.2,319.27,39.13,1054.34,8
1.13,59.19,9.5,11.73,1.3,0.34,0.15,319.27,39.13,1054.34,9
0.79,59.19,6.92,7.84,1.23,0.46,0.14,319.27,39.13,1054.34,10
0.54,59.19,6.74,9.33,1.93,0.32,0.09,319.27,39.13,1054.34,11
0.52,59.19,4.45,8.75,4.2,0.21,0.11,319.27,39.13,1054.34,12
0.64,85.23,4.49,6.96,2.71,0.4,0.15,166.44,38.59,949.39,1
0.91,85.23,7.26,10.2,2.1,0.44,0.15,166.44,38.59,949.39,2
0.93,85.23,7.29,8.53,1.77,0.48,0.3,166.44,38.59,949.39,3
1.66,85.23,10.91,14.96,2.19,0.55,0.29,166.44,38.59,949.39,4
1.15,85.23,8.53,10.52,1.64,0.61,0.23,166.44,38.59,949.39,5
1.19,85.23,8.02,9.96,1.58,0.5,0.27,166.44,38.59,949.39,6
1.52,85.23,9.83,15.19,2.4,0.5,0.25,166.44,38.59,949.39,7
1.62,85.23,7.46,12.15,2.87,0.51,0.27,166.44,38.59,949.39,8
1.73,85.23,8.12,17.37,4.18,0.58,0.27,166.44,38.59,949.39,9
1.26,85.23,8.78,12.83,3.16,0.48,0.26,166.44,38.59,949.39,10
1.15,85.23,7.54,12.62,3.57,0.44,0.17,166.44,38.59,949.39,11
1.05,85.23,6.08,8.09,2.29,0.46,0.22,166.44,38.59,949.39,12
0.47,48.91,4.45,5.52,1.64,0.28,0.19,143.69,39.1,614.94,1
0.66,48.91,5.09,8.1,2.51,0.23,0.21,143.69,39.1,614.94,2
0.77,48.91,6.69,9.07,2.39,0.31,0.23,143.69,39.1,614.94,3
0.93,48.91,6.31,9.39,2.52,0.45,0.26,143.69,39.1,614.94,4
0.63,48.91,4.55,6.14,2.15,0.43,0.24,143.69,39.1,614.94,5
0.75,48.91,5.54,9.26,3.05,0.36,0.19,143.69,39.1,614.94,6
0.88,48.91,5.85,11.09,4.75,0.28,0.25,143.69,39.1,614.94,7
0.73,48.91,6.19,10.41,2.42,0.29,0.15,143.69,39.1,614.94,8
1.01,48.91,5.33,9.19,2.4,0.44,0.18,143.69,39.1,614.94,9
0.94,48.91,6.54,10.08,2.38,0.42,0.19,143.69,39.1,614.94,10
0.62,48.91,4.53,6.4,2.53,0.35,0.19,143.69,39.1,614.94,11
0.89,48.91,5.8,7.76,2.58,0.4,0.25,143.69,39.1,614.94,12
0.57,56.47,3.6,5.46,2.95,0.62,0.2,278.89,41.78,442.37,1
0.5,56.47,3.42,5.84,5.23,0.52,0.22,278.89,41.78,442.37,2
0.56,56.47,4.87,6.31,2.3,0.49,0.15,278.89,41.78,442.37,3
0.59,56.47,5.21,6.36,2.19,0.61,0.2,278.89,41.78,442.37,4
0.85,56.47,5.43,7.76,2.85,0.58,0.22,278.89,41.78,442.37,5
1,56.47,6.64,8.86,2.26,0.59,0.24,278.89,41.78,442.37,6
1.37,56.47,6.39,11.6,4.33,0.63,0.22,278.89,41.78,442.37,7
0.84,56.47,4.46,7.82,2.66,0.53,0.22,278.89,41.78,442.37,8
1.09,56.47,7.08,10.13,2.81,0.62,0.19,278.89,41.78,442.37,9
0.88,56.47,5.09,6.38,1.91,0.6,0.27,278.89,41.78,442.37,10
0.58,56.47,5.15,6.15,2.2,0.54,0.25,278.89,41.78,442.37,11
0.67,56.47,3.22,4.33,2.58,0.52,0.31,278.89,41.78,442.37,12
0.6,59.6,5.16,7.35,3.36,0.35,0.18,121.6,40.12,65.34,1
0.55,59.6,4.72,7.65,3.29,0.23,0.21,121.6,40.12,65.34,2
0.68,59.6,5.89,7.79,2.21,0.33,0.22,121.6,40.12,65.34,3
0.83,59.6,5.36,7.63,2.63,0.46,0.24,121.6,40.12,65.34,4
0.86,59.6,5.77,7.72,2.59,0.43,0.23,121.6,40.12,65.34,5
1.01,59.6,7.59,9.43,1.44,0.44,0.26,121.6,40.12,65.34,6
1.2,59.6,8.86,10.15,1.67,0.4,0.22,121.6,40.12,65.34,7
1.03,59.6,6.84,10.4,2.53,0.4,0.22,121.6,40.12,65.34,8
1.4,59.6,9.48,17.24,3.79,0.34,0.21,121.6,40.12,65.34,9
1.23,59.6,8.26,13.66,3.26,0.39,0.19,121.6,40.12,65.34,10
0.81,59.6,5.59,6.69,1.57,0.27,0.17,121.6,40.12,65.34,11
0.71,59.6,5.4,6.38,1.69,0.38,0.2,121.6,40.12,65.34,12
0.3,48.2,1.96,5.98,7.58,0.41,0.17,516.4,45.55,1388.96,1
0.46,48.2,2.69,9.98,8.42,0.36,0.24,516.4,45.55,1388.96,2
0.77,48.2,5.66,16.45,6.13,0.45,0.18,516.4,45.55,1388.96,3
0.71,48.2,5.57,6.61,1.96,0.43,0.23,516.4,45.55,1388.96,4
1.1,48.2,9.05,12.25,2.94,0.4,0.25,516.4,45.55,1388.96,5
0.92,48.2,6.73,9.49,2.68,0.35,0.29,516.4,45.55,1388.96,6
0.71,48.2,5.13,7.76,3.33,0.38,0.24,516.4,45.55,1388.96,7
1.16,48.2,7.19,12.49,3.35,0.43,0.26,516.4,45.55,1388.96,8
0.76,48.2,4.13,6.33,2.29,0.35,0.18,516.4,45.55,1388.96,9
0.58,48.2,4.57,7.82,2.41,0.41,0.18,516.4,45.55,1388.96,10
0.24,48.2,2.18,3.29,2.87,0.43,0.12,516.4,45.55,1388.96,11
0.27,48.2,1.9,2.83,4.27,0.45,0.14,516.4,45.55,1388.96,12
0.75,80.48,3.62,5.34,2.6,0.65,0.4,142.22,43.35,344.3,1
0.69,80.48,3.95,5.7,3.05,0.61,0.46,142.22,43.35,344.3,2
0.72,80.48,4.44,5.55,1.97,0.48,0.36,142.22,43.35,344.3,3
0.78,80.48,5.87,6.49,1.97,0.57,0.32,142.22,43.35,344.3,4
0.98,80.48,5.98,7.8,2.75,0.6,0.28,142.22,43.35,344.3,5
0.83,80.48,6.58,6.97,1.36,0.55,0.34,142.22,43.35,344.3,6
