MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
1.59,77.92,9.54,16.71,4.11,0.42,0.19,189.1,36.04,704.78,9
1.09,77.92,8.35,12.67,2.03,0.36,0.18,189.1,36.04,704.78,10
0.83,77.92,8.45,10.01,1.5,0.33,0.12,189.1,36.04,704.78,11
0.82,77.92,5.83,8.03,1.91,0.35,0.14,189.1,36.04,704.78,12
0.81,40.52,5.81,8.41,2.49,0.53,0.16,5.14,38.51,59.52,1
0.62,40.52,6.18,7.68,2.31,0.49,0.19,5.14,38.51,59.52,2
0.63,40.52,5.34,6.94,2.04,0.46,0.14,5.14,38.51,59.52,3
0.58,40.52,4.81,6.39,1.64,0.4,0.11,5.14,38.51,59.52,4
0.26,40.52,5.73,8.33,2.22,0.42,0.04,5.14,38.51,59.52,5
0.04,40.52,3.39,5.37,1.56,0.33,0.01,5.14,38.51,59.52,6
0,40.52,0.51,0.36,0,0,0,5.14,38.51,59.52,7
0.02,40.52,4.83,2.54,0,0.33,0,5.14,38.51,59.52,8
0.04,40.52,3.51,5.14,1.14,0.2,0.01,5.14,38.51,59.52,9
0.32,40.52,5.44,7.95,2.4,0.33,0.06,5.14,38.51,59.52,10
0.51,40.52,4.26,5.6,2.71,0.33,0.13,5.14,38.51,59.52,11
0.82,40.52,7.22,9.68,3.1,0.54,0.17,5.14,38.51,59.52,12
0.94,68.01,5.79,8.48,2.46,0.48,0.24,87.6,40.24,46.67,1
0.86,68.01,6.85,8.71,1.57,0.47,0.18,87.6,40.24,46.67,2
0.89,68.01,7.74,9.17,1.61,0.51,0.15,87.6,40.24,46.67,3
1.21,68.01,6.92,13.94,5.41,0.47,0.22,87.6,40.24,46.67,4
0.89,68.01,6.89,8.98,1.81,0.5,0.18,87.6,40.24,46.67,5
1.03,68.01,5.82,8.54,2.78,0.49,0.24,87.6,40.24,46.67,6
1.31,68.01,9.54,13.28,2.38,0.48,0.2,87.6,40.24,46.67,7
1.47,68.01,8.62,15.35,5.51,0.44,0.24,87.6,40.24,46.67,8
1.55,68.01,10.96,16.63,2.35,0.51,0.18,87.6,40.24,46.67,9
1.17,68.01,8.23,12.44,4.46,0.49,0.18,87.6,40.24,46.67,10
1.14,68.01,6.66,8.65,2.03,0.39,0.2,87.6,40.24,46.67,11
1.01,68.01,7.16,8.94,1.92,0.48,0.26,87.6,40.24,46.67,12
0.09,51.47,1.31,1.2,1.16,0.1,0.06,1306.83,41.1,1424.86,1
0.12,51.47,1.72,2.49,2.6,0.35,0.15,1306.83,41.1,1424.86,2
0.24,51.47,2.23,3.91,3.81,0.21,0.14,1306.83,41.1,1424.86,3
0.84,51.47,4.95,8.66,3.36,0.56,0.21,1306.83,41.1,1424.86,4
1.06,51.47,6.03,8.74,3.56,0.59,0.27,1306.83,41.1,1424.86,5
1.34,51.47,8.76,14.36,3.54,0.54,0.2,1306.83,41.1,1424.86,6
0.93,51.47,5.92,10.39,4.01,0.52,0.18,1306.83,41.1,1424.86,7
0.87,51.47,5.81,11.05,4.63,0.39,0.21,1306.83,41.1,1424.86,8
0.46,51.47,3.39,4.99,3.7,0.54,0.16,1306.83,41.1,1424.86,9
0.47,51.47,3.94,5.6,2.16,0.36,0.13,1306.83,41.1,1424.86,10
0.26,51.47,3.13,3.98,1.83,0.43,0.09,1306.83,41.1,1424.86,11
0.1,51.47,1.15,1.44,1.86,0.22,0.09,1306.83,41.1,1424.86,12
1.17,102.5,9.29,11.2,1.88,0.43,0.2,60.73,34.17,482.5,1
1.48,102.5,9.26,12.14,1.77,0.4,0.23,60.73,34.17,482.5,2
1.54,102.5,11.04,14.24,2.54,0.53,0.25,60.73,34.17,482.5,3
1.96,102.5,12.62,16.17,2.04,0.5,0.27,60.73,34.17,482.5,4
1.58,102.5,9.86,13.53,2.64,0.54,0.27,60.73,34.17,482.5,5
1.08,102.5,8.61,11.14,1.87,0.42,0.15,60.73,34.17,482.5,6
1.12,102.5,8.41,14.33,2.92,0.51,0.18,60.73,34.17,482.5,7
1.84,102.5,10.45,19.92,3.43,0.44,0.23,60.73,34.17,482.5,8
1.71,102.5,9.1,18.42,3.71,0.43,0.18,60.73,34.17,482.5,9
1.57,102.5,10.13,18.1,3.42,0.44,0.22,60.73,34.17,482.5,10
1.23,102.5,9.47,12.61,1.7,0.43,0.22,60.73,34.17,482.5,11
2.07,102.5,12.73,20.62,3.01,0.44,0.29,60.73,34.17,482.5,12
0.59,50.33,7.3,7.86,1.28,0.33,0.1,172.86,33.19,415.06,1
0.94,50.33,7.06,9.91,2.46,0.2,0.12,172.86,33.19,415.06,2
0.72,50.33,6.63,9.28,2.26,0.31,0.13,172.86,33.19,415.06,3
1.05,50.33,10.43,14.25,2.72,0.32,0.17,172.86,33.19,415.06,4
1.13,50.33,7.85,12.43,2.59,0.37,0.2,172.86,33.19,415.06,5
0.57,50.33,7.67,9.83,1.35,0.35,0.1,172.86,33.19,415.06,6
0.34,50.33,6.8,10.04,1.42,0.31,0.1,172.86,33.19,415.06,7
0.6,50.33,7.53,11.73,2.04,0.33,0.09,172.86,33.19,415.06,8
1,50.33,8.61,12.83,2.28,0.24,0.09,172.86,33.19,415.06,9
1.56,50.33,13.52,17.92,2.27,0.31,0.14,172.86,33.19,415.06,10
1.19,50.33,10.48,24.91,5.23,0.35,0.11,172.86,33.19,415.06,11
0.92,50.33,9.17,14.94,2.87,0.33,0.11,172.86,33.19,415.06,12
0.47,75.91,4.63,6.4,2.03,0.4,0.13,191.46,42.12,978.34,1
0.8,75.91,5.58,6.25,1.52,0.46,0.17,191.46,42.12,978.34,2
0.7,75.91,5.33,7.05,3.09,0.45,0.2,191.46,42.12,978.34,3
0.91,75.91,6.58,7.83,2.07,0.51,0.23,191.46,42.12,978.34,4
1.15,75.91,8.25,9.49,1.91,0.47,0.25,191.46,42.12,978.34,5
1.92,75.91,9.28,15.16,4.03,0.52,0.28,191.46,42.12,978.34,6
1.7,75.91,9.47,17.72,4.43,0.51,0.25,191.46,42.12,978.34,7
1.21,75.91,9.38,11.97,2.09,0.45,0.25,191.46,42.12,978.34,8
1.22,75.91,7.07,14.91,4.68,0.45,0.2,191.46,42.12,978.34,9
1.06,75.91,7.1,10.29,2.51,0.45,0.29,191.46,42.12,978.34,10
0.66,75.91,4.7,5.59,1.81,0.4,0.21,191.46,42.12,978.34,11
0.71,75.91,4.71,6.22,2.33,0.53,0.21,191.46,42.12,978.34,12
0.26,87.26,2.25,3.18,3.39,0.43,0.14,306.35,39.3,1057.27,1
0.71,87.26,6.13,8.46,2.68,0.51,0.13,306.35,39.3,1057.27,2
0.75,87.26,4.95,7.27,4.24,0.6,0.19,306.35,39.3,1057.27,3
1.06,87.26,7.19,9.36,2.4,0.61,0.27,306.35,39.3,1057.27,4
1.35,87.26,9.39,11.47,3.07,0.62,0.26,306.35,39.3,1057.27,5
1.19,87.26,9.47,10.44,1.69,0.53,0.19,306.35,39.3,1057.27,6
1.27,87.26,10.62,14.06,3.11,0.52,0.14,306.35,39.3,1057.27,7
1.62,87.26,11.42,14.18,1.87,0.55,0.24,306.35,39.3,1057.27,8
1.07,87.26,8.62,11.67,4.36,0.61,0.16,306.35,39.3,1057.27,9
1.54,87.26,9.92,13.22,2.2,0.6,0.2,306.35,39.3,1057.27,10
0.47,87.26,3.06,4.62,3.28,0.5,0.2,306.35,39.3,1057.27,11
0.5,87.26,3.9,5.71,3.4,0.45,0.15,306.35,39.3,1057.27,12
0.36,34.5,4.86,6.05,1.88,0.34,0.09,582.43,31.35,470.47,1
0.49,34.5,5.05,6.49,1.74,0.28,0.11,582.43,31.35,470.47,2
0.67,34.5,6.65,11.22,2.99,0.26,0.11,582.43,31.35,470.47,3
0.68,34.5,6.95,13.77,3.5,0.27,0.11,582.43,31.35,470.47,4
1.33,34.5,9.98,18.8,3.88,0.31,0.13,582.43,31.35,470.47,5
1.01,34.5,12.17,15.07,2.5,0.24,0.1,582.43,31.35,470.47,6
0.29,34.5,3.99,5.2,1.81,0.35,0.07,582.43,31.35,470.47,7
0.91,34.5,7.66,14.46,4.44,0.37,0.1,582.43,31.35,470.47,8
0.97,34.5,8.78,15.03,2.49,0.4,0.09,582.43,31.35,470.47,9
0.84,34.5,6.35,8.59,2.01,0.42,0.09,582.43,31.35,470.47,10
0.55,34.5,6.4,11.03,2.94,0.5,0.06,582.43,31.35,470.47,11
0.38,34.5,3.93,6,3.16,0.3,0.08,582.43,31.35,470.47,12
0.34,21.46,2.98,3.71,1.79,0.44,0.16,1261.63,42.48,792.75,1
0.24,21.46,2.2,2.47,1.45,0.48,0.18,1261.63,42.48,792.75,2
0.34,21.46,2.85,3.12,2.11,0.45,0.22,1261.63,42.48,792.75,3
0.33,21.46,2.53,2.93,2.35,0.37,0.24,1261.63,42.48,792.75,4
0.45,21.46,4.08,4.76,1.59,0.39,0.17,1261.63,42.48,792.75,5
0.25,21.46,3.97,6.09,3.19,0.43,0.09,1261.63,42.48,792.75,6
0.15,21.46,1.88,2.71,2.86,0.38,0.07,1261.63,42.48,792.75,7
0.3,21.46,5.19,12.37,3.73,0.25,0.08,1261.63,42.48,792.75,8
0.33,21.46,3.56,5.66,2.31,0.42,0.1,1261.63,42.48,792.75,9
0.48,21.46,4.45,5.05,1.73,0.38,0.13,1261.63,42.48,792.75,10
0.38,21.46,3.17,4.58,2.84,0.4,0.14,1261.63,42.48,792.75,11
0.44,21.46,3.26,4.21,2.36,0.48,0.22,1261.63,42.48,792.75,12
0.39,51.42,4.12,5.61,3.09,0.51,0.14,203.22,42.95,1012.95,1
0.57,51.42,4.22,5.88,3.21,0.47,0.17,203.22,42.95,1012.95,2
0.57,51.42,3.61,5.15,3.8,0.6,0.24,203.22,42.95,1012.95,3
0.78,51.42,5.12,5.91,2.05,0.62,0.29,203.22,42.95,1012.95,4
0.79,51.42,5.17,6.56,1.98,0.52,0.17,203.22,42.95,1012.95,5
0.8,51.42,6.9,8.85,1.89,0.45,0.14,203.22,42.95,1012.95,6
0.78,51.42,6.8,10.17,3.43,0.38,0.13,203.22,42.95,1012.95,7
0.84,51.42,6.97,9.29,2.18,0.42,0.16,203.22,42.95,1012.95,8
1.23,51.42,7.67,10.45,2.3,0.42,0.22,203.22,42.95,1012.95,9
0.75,51.42,5.18,6.73,2.45,0.55,0.22,203.22,42.95,1012.95,10
0.57,51.42,5.09,5.76,1.87,0.49,0.2,203.22,42.95,1012.95,11
0.45,51.42,3.43,4.35,2.35,0.5,0.21,203.22,42.95,1012.95,12
1.29,115.03,8.66,10.67,2.42,0.53,0.26,3.94,35.23,0.41,1
1.34,115.03,9.26,12.25,2.84,0.46,0.31,3.94,35.23,0.41,2
1.42,115.03,8.79,12.23,2.55,0.55,0.27,3.94,35.23,0.41,3
1.53,115.03,9.27,14.08,2.71,0.48,0.27,3.94,35.23,0.41,4
1.78,115.03,8.51,15.69,4.23,0.47,0.31,3.94,35.23,0.41,5
1.48,115.03,8.85,14.59,3.32,0.48,0.27,3.94,35.23,0.41,6
1.71,115.03,10.36,12.84,2.32,0.56,0.3,3.94,35.23,0.41,7
2.13,115.03,9.43,16.63,4.5,0.62,0.35,3.94,35.23,0.41,8
2.48,115.03,13.29,22.33,3.76,0.61,0.26,3.94,35.23,0.41,9
1.95,115.03,10.29,17.61,3.55,0.6,0.28,3.94,35.23,0.41,10
1.63,115.03,8.59,14.21,3.3,0.54,0.24,3.94,35.23,0.41,11
1.56,115.03,9.59,11.98,2.15,0.48,0.25,3.94,35.23,0.41,12
0.31,60.78,5.64,7.19,1.65,0.33,0.06,292.64,36.16,741.88,1
0.68,60.78,6.12,9.48,2.36,0.2,0.13,292.64,36.16,741.88,2
0.8,60.78,7.5,12.07,2.23,0.39,0.12,292.64,36.16,741.88,3
1.51,60.78,10.7,16.85,2.98,0.48,0.17,292.64,36.16,741.88,4
