MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
8.48,78.85,11.43,15.15,1.83,0.46,0.22,365.62,38.33,959.11,6
7.78,78.85,7.85,11.09,1.92,0.52,0.25,365.62,38.33,959.11,7
8.74,78.85,8.81,12.99,2.13,0.54,0.22,365.62,38.33,959.11,8
9.34,78.85,9.51,14.9,2.09,0.5,0.23,365.62,38.33,959.11,9
5.74,78.85,9.02,10.55,2.02,0.48,0.15,365.62,38.33,959.11,10
3.2,78.85,7.35,10.18,2.11,0.33,0.13,365.62,38.33,959.11,11
3.35,78.85,6.26,10.03,2.5,0.27,0.15,365.62,38.33,959.11,12
2.12,66.63,5.76,6.64,1.46,0.68,0.08,1.89,26.07,4.05,1
0.88,66.63,11.31,16.28,0.96,0,0.01,1.89,26.07,4.05,2
2.5,66.63,5.75,9.88,3.11,0.41,0.09,1.89,26.07,4.05,3
3.58,66.63,7.64,13.34,3.55,0.47,0.11,1.89,26.07,4.05,4
5.24,66.63,5.3,7.15,3.21,0.68,0.14,1.89,26.07,4.05,5
4.68,66.63,9.38,13.27,2.54,0.6,0.2,1.89,26.07,4.05,6
3.84,66.63,12.91,18,2.14,0.61,0.08,1.89,26.07,4.05,7
2.91,66.63,10.49,16.35,2.13,0.59,0.07,1.89,26.07,4.05,8
6.42,66.63,8.47,12.95,2.76,0.65,0.26,1.89,26.07,4.05,9
3.67,66.63,7.43,8.92,2.03,0.57,0.28,1.89,26.07,4.05,10
3.67,66.63,6.01,7.26,1.76,0.68,0.2,1.89,26.07,4.05,11
2.14,66.63,5.74,7.35,2.28,0.49,0.1,1.89,26.07,4.05,12
1.77,64.45,2.8,4.05,2.3,0.5,0.3,205.89,42.49,420.77,1
1.97,64.45,2.92,4.09,3.31,0.43,0.36,205.89,42.49,420.77,2
2.87,64.45,4.25,4.97,1.53,0.41,0.27,205.89,42.49,420.77,3
3.26,64.45,4.47,5.27,2.68,0.48,0.3,205.89,42.49,420.77,4
4.38,64.45,6.3,8.5,2.33,0.53,0.23,205.89,42.49,420.77,5
4.69,64.45,5.6,6.81,2.31,0.51,0.29,205.89,42.49,420.77,6
5.88,64.45,6.49,9.1,2.69,0.53,0.24,205.89,42.49,420.77,7
6.05,64.45,5.75,7.69,3.46,0.49,0.31,205.89,42.49,420.77,8
4.7,64.45,9.06,10.2,1.62,0.59,0.21,205.89,42.49,420.77,9
3.62,64.45,6.24,7.57,2.1,0.61,0.34,205.89,42.49,420.77,10
2.28,64.45,4.02,4.23,1.33,0.52,0.27,205.89,42.49,420.77,11
2.33,64.45,3.61,4.61,2.33,0.45,0.34,205.89,42.49,420.77,12
2.76,33.48,2.85,5.77,2.84,0.34,0.13,9.49,26.23,30.89,1
1.22,33.48,2.56,4.59,2.98,0.34,0.1,9.49,26.23,30.89,2
2.87,33.48,5.38,7.11,1.77,0.36,0.11,9.49,26.23,30.89,3
3.3,33.48,6.27,11.5,3.09,0.39,0.09,9.49,26.23,30.89,4
7.71,33.48,10.48,14.8,1.4,0.34,0.08,9.49,26.23,30.89,5
4.02,33.48,6.07,10.28,3.75,0.34,0.09,9.49,26.23,30.89,6
4.45,33.48,9.79,18.69,2.98,0.34,0.08,9.49,26.23,30.89,7
5.82,33.48,9.9,14.58,1.8,0.36,0.09,9.49,26.23,30.89,8
9.78,33.48,9.05,13.29,2.68,0.4,0.18,9.49,26.23,30.89,9
3.72,33.48,6.1,10.09,3.64,0.34,0.08,9.49,26.23,30.89,10
1.73,33.48,2.68,4.38,3.55,0.43,0.13,9.49,26.23,30.89,11
1.38,33.48,2.2,3.19,2.07,0.34,0.16,9.49,26.23,30.89,12
3.49,79.93,5.93,8.09,2.75,0.49,0.23,2.17,36.26,0.44,1
3.08,79.93,5.98,9.05,2.96,0.47,0.19,2.17,36.26,0.44,2
3.28,79.93,7.65,9.12,1.64,0.37,0.15,2.17,36.26,0.44,3
3.2,79.93,5.73,8.3,2.42,0.41,0.16,2.17,36.26,0.44,4
4.54,79.93,7.06,8.77,2.02,0.51,0.2,2.17,36.26,0.44,5
4.34,79.93,6.61,7.09,1.27,0.57,0.17,2.17,36.26,0.44,6
8.5,79.93,9.03,14.55,2.9,0.6,0.23,2.17,36.26,0.44,7
8.28,79.93,10.63,16.91,4.37,0.53,0.24,2.17,36.26,0.44,8
5.81,79.93,10.87,18.52,3.8,0.56,0.22,2.17,36.26,0.44,9
3.94,79.93,7.26,10.53,2.49,0.52,0.14,2.17,36.26,0.44,10
4.55,79.93,7.85,16.16,5.36,0.43,0.18,2.17,36.26,0.44,11
2.95,79.93,6.27,7.6,1.96,0.49,0.22,2.17,36.26,0.44,12
2.2,62.78,2.9,4.45,3.13,0.53,0.34,208.14,45.07,730.27,1
1.81,62.78,2.73,4.54,4.14,0.43,0.33,208.14,45.07,730.27,2
2.42,62.78,3.86,6,3.35,0.42,0.27,208.14,45.07,730.27,3
4.28,62.78,6.55,7.58,1.73,0.54,0.27,208.14,45.07,730.27,4
4.43,62.78,5.9,6.71,1.74,0.47,0.3,208.14,45.07,730.27,5
4.93,62.78,6.69,8.42,2.45,0.5,0.27,208.14,45.07,730.27,6
6.41,62.78,7.22,9.63,2.57,0.45,0.27,208.14,45.07,730.27,7
5.44,62.78,7.2,10.19,2.76,0.5,0.25,208.14,45.07,730.27,8
5.43,62.78,6.38,8.47,2.55,0.54,0.28,208.14,45.07,730.27,9
4.24,62.78,5.26,9.01,4.35,0.56,0.39,208.14,45.07,730.27,10
2.36,62.78,3.32,4.92,3.25,0.54,0.35,208.14,45.07,730.27,11
2.11,62.78,3.1,4.52,2.8,0.53,0.36,208.14,45.07,730.27,12
1.72,59,2.81,4.2,2.59,0.41,0.22,287.15,42.16,280.1,1
2.03,59,4.13,5.97,2.2,0.39,0.18,287.15,42.16,280.1,2
2.68,59,4.28,5.57,1.96,0.36,0.25,287.15,42.16,280.1,3
2.96,59,5.1,5.7,2.23,0.5,0.27,287.15,42.16,280.1,4
3.76,59,4.86,6.1,2.23,0.5,0.27,287.15,42.16,280.1,5
4.34,59,5.19,7.22,2.44,0.49,0.32,287.15,42.16,280.1,6
4.65,59,5.04,6.18,1.67,0.49,0.33,287.15,42.16,280.1,7
8.49,59,5.93,8.9,2.1,0.52,0.34,287.15,42.16,280.1,8
5.06,59,6.64,10.56,2.87,0.49,0.27,287.15,42.16,280.1,9
3.65,59,5.28,8.68,4.81,0.49,0.31,287.15,42.16,280.1,10
2.58,59,3.77,5.02,2.37,0.37,0.25,287.15,42.16,280.1,11
2.47,59,3.92,4.8,1.75,0.45,0.25,287.15,42.16,280.1,12
5.39,146.93,8.18,12.12,2.46,0.76,0.35,61.46,40.98,1.1,1
3.9,146.93,8.08,10.65,2.06,0.77,0.46,61.46,40.98,1.1,2
4.95,146.93,9.53,11.19,1.86,0.75,0.43,61.46,40.98,1.1,3
3.54,146.93,6.13,8.6,2.94,0.63,0.4,61.46,40.98,1.1,4
2.47,146.93,3.63,6.08,3.54,0.48,0.24,61.46,40.98,1.1,5
1.95,146.93,3.86,6.35,2.58,0.45,0.14,61.46,40.98,1.1,6
0.87,146.93,1.4,2.97,3.32,0.43,0.21,61.46,40.98,1.1,7
0.66,146.93,0.85,2.02,4.22,0.36,0.25,61.46,40.98,1.1,8
2.05,146.93,2.8,8.46,5.49,0.5,0.27,61.46,40.98,1.1,9
5.29,146.93,6.44,12.26,3.11,0.7,0.37,61.46,40.98,1.1,10
5.01,146.93,7.11,9.1,1.96,0.77,0.42,61.46,40.98,1.1,11
5.85,146.93,10.26,13.09,2.16,0.75,0.44,61.46,40.98,1.1,12
5.38,186.06,12.47,14.04,2.02,0.72,0.2,17.59,41.78,1.02,1
5.27,186.06,11.15,13.48,2.26,0.75,0.33,17.59,41.78,1.02,2
5.08,186.06,11.49,11.9,2.1,0.73,0.38,17.59,41.78,1.02,3
4.15,186.06,8.46,9.67,1.64,0.64,0.27,17.59,41.78,1.02,4
2.16,186.06,6.54,6.78,1.24,0.49,0.16,17.59,41.78,1.02,5
2.58,186.06,6.26,10.5,2.74,0.47,0.13,17.59,41.78,1.02,6
0.79,186.06,2.02,3.56,2.78,0.31,0.12,17.59,41.78,1.02,7
1.09,186.06,1.41,3.95,4.79,0.31,0.16,17.59,41.78,1.02,8
2.07,186.06,4.53,10.59,4.28,0.57,0.17,17.59,41.78,1.02,9
5.11,186.06,10.78,16.03,2.85,0.71,0.25,17.59,41.78,1.02,10
7.62,186.06,12.26,14.72,2.59,0.67,0.38,17.59,41.78,1.02,11
7.07,186.06,14.9,18.52,2.56,0.8,0.32,17.59,41.78,1.02,12
5,66.28,7.66,10.04,2.22,0.18,0.14,4.67,30.41,4.57,1
6.48,66.28,10.75,15.78,2.17,0.22,0.16,4.67,30.41,4.57,2
9.09,66.28,13.84,22.8,3.08,0.29,0.15,4.67,30.41,4.57,3
10.41,66.28,17.4,25.13,2.2,0.27,0.14,4.67,30.41,4.57,4
8.24,66.28,10.37,14.82,2.06,0.32,0.14,4.67,30.41,4.57,5
8.54,66.28,12.4,26.92,4.57,0.48,0.14,4.67,30.41,4.57,6
8.77,66.28,11.77,19.99,4.4,0.3,0.17,4.67,30.41,4.57,7
7.77,66.28,13.57,27.16,5.58,0.41,0.16,4.67,30.41,4.57,8
7.66,66.28,10.23,15.42,2.05,0.33,0.12,4.67,30.41,4.57,9
5.51,66.28,10.65,18.19,3.75,0.3,0.11,4.67,30.41,4.57,10
6.89,66.28,8.71,12.28,2.49,0.3,0.11,4.67,30.41,4.57,11
7.29,66.28,9.03,14.09,2.53,0.43,0.2,4.67,30.41,4.57,12
4.25,70.33,9.02,11.4,1.76,0.42,0.17,179.6,36.12,607.8,1
3.87,70.33,10.13,13.82,3.09,0.51,0.17,179.6,36.12,607.8,2
4.01,70.33,7.85,10.69,3.3,0.43,0.16,179.6,36.12,607.8,3
5.18,70.33,10.81,13.99,1.92,0.49,0.15,179.6,36.12,607.8,4
7.89,70.33,8.9,13.64,4.24,0.47,0.16,179.6,36.12,607.8,5
6.51,70.33,8.84,12.29,2.63,0.44,0.13,179.6,36.12,607.8,6
5.25,70.33,8.55,11.01,2.32,0.43,0.13,179.6,36.12,607.8,7
7.1,70.33,10.73,14.63,2.49,0.45,0.16,179.6,36.12,607.8,8
5.37,70.33,12.61,20.53,3.31,0.43,0.11,179.6,36.12,607.8,9
3.31,70.33,7.57,10.36,2.11,0.48,0.14,179.6,36.12,607.8,10
5.11,70.33,8.81,12.83,2.78,0.5,0.15,179.6,36.12,607.8,11
4.48,70.33,8.23,9.78,1.9,0.55,0.24,179.6,36.12,607.8,12
4.66,73.57,6,8.22,2.15,0.37,0.27,3.22,35.07,2.72,1
3.6,73.57,8.35,12,3.46,0.3,0.17,3.22,35.07,2.72,2
4,73.57,7.62,10.09,2.5,0.32,0.18,3.22,35.07,2.72,3
5.47,73.57,6.79,11.88,4.42,0.34,0.19,3.22,35.07,2.72,4
6.5,73.57,7.74,12.51,2.78,0.5,0.17,3.22,35.07,2.72,5
7.94,73.57,10.45,13.05,1.84,0.37,0.23,3.22,35.07,2.72,6
10.89,73.57,10.95,14.36,2.44,0.46,0.2,3.22,35.07,2.72,7
12.34,73.57,10.84,18.17,4.52,0.56,0.22,3.22,35.07,2.72,8
6.85,73.57,9.47,14.18,2.3,0.49,0.24,3.22,35.07,2.72,9
4.27,73.57,6.88,14.25,3.74,0.45,0.2,3.22,35.07,2.72,10
5.16,73.57,6.24,11.17,3.62,0.36,0.19,3.22,35.07,2.72,11
5.11,73.57,6.55,9.98,3.67,0.43,0.26,3.22,35.07,2.72,12
5.6,111.83,9.02,11.61,1.81,0.52,0.29,567.16,35.95,543.4,1
5.58,111.83,8.2,10.79,2.05,0.46,0.34,567.16,35.95,543.4,2
6.55,111.83,8.74,9.69,1.33,0.55,0.3,567.16,35.95,543.4,3
7.4,111.83,11.08,12.34,1.38,0.51,0.29,567.16,35.95,543.4,4
8.39,111.83,8.59,15.44,3.38,0.62,0.3,567.16,35.95,543.4,5
6.04,111.83,6.88,9.2,2.13,0.52,0.34,567.16,35.95,543.4,6
8.94,111.83,8.55,12.05,2.07,0.59,0.37,567.16,35.95,543.4,7
6.16,111.83,5.53,7.98,1.81,0.56,0.33,567.16,35.95,543.4,8
8,111.83,7.65,13.95,2.81,0.51,0.31,567.16,35.95,543.4,9
5.13,111.83,7.97,12,2.84,0.62,0.2,567.16,35.95,543.4,10
6.29,111.83,10.99,16.4,2.38,0.56,0.22,567.16,35.95,543.4,11
6.06,111.83,10.7,12.49,1.34,0.5,0.36,567.16,35.95,543.4,12
4.56,49.95,9.12,15.13,2.81,0.38,0.1,188.14,32.66,383.73,1
4.11,49.95,6.47,8.72,2.13,0.24,0.12,188.14,32.66,383.73,2
6.15,49.95,6.54,7.94,1.74,0.44,0.13,188.14,32.66,383.73,3
7.41,49.95,10.13,12.6,1.29,0.28,0.18,188.14,32.66,383.73,4
6.29,49.95,10.07,15.81,3.1,0.42,0.2,188.14,32.66,383.73,5
6.06,49.95,8.99,10.91,1.46,0.42,0.12,188.14,32.66,383.73,6
3.02,49.95,7.31,11.2,2.82,0.29,0.09,188.14,32.66,383.73,7
3.27,49.95,7.09,9.79,2.49,0.29,0.1,188.14,32.66,383.73,8
6.69,49.95,12.58,23.07,2.97,0.36,0.1,188.14,32.66,383.73,9
6.86,49.95,10.61,16.39,3.88,0.35,0.13,188.14,32.66,383.73,10
4.87,49.95,9.72,16.59,3.02,0.44,0.1,188.14,32.66,383.73,11
4.04,49.95,7.99,11.13,2.15,0.27,0.12,188.14,32.66,383.73,12
1.89,23.07,4.39,6.37,2.07,0.41,0.08,1044.46,35.26,390.52,1
2.34,23.07,6.74,8.95,2.07,0.45,0.1,1044.46,35.26,390.52,2
1.5,23.07,3.82,5.5,2.12,0.35,0.04,1044.46,35.26,390.52,3
1.35,23.07,4.34,5.26,2.03,0.48,0.05,1044.46,35.26,390.52,4
0.36,23.07,2.22,2.03,0.6,0.18,0.03,1044.46,35.26,390.52,5
0.5,23.07,3.89,5.37,0.76,0,0.02,1044.46,35.26,390.52,6
2.91,23.07,3.66,6.1,2.78,0.41,0.15,1044.46,35.26,390.52,7
2.95,23.07,4.51,5.71,1.98,0.54,0.12,1044.46,35.26,390.52,8
2.73,23.07,5.72,7.76,2.23,0.46,0.1,1044.46,35.26,390.52,9
3.37,23.07,7.03,8.74,2.69,0.35,0.06,1044.46,35.26,390.52,10
0.99,23.07,3.89,4.18,2.3,0.27,0.04,1044.46,35.26,390.52,11
2.71,23.07,5.99,9.02,2.88,0.44,0.11,1044.46,35.26,390.52,12
3.97,56.65,8.43,13.18,2.43,0.4,0.15,107.4,32.38,288.64,1
3.85,56.65,5.88,8.65,2.95,0.22,0.14,107.4,32.38,288.64,2
8.23,56.65,9.53,18.36,4.17,0.41,0.17,107.4,32.38,288.64,3
7.16,56.65,9.38,15.88,2.96,0.3,0.17,107.4,32.38,288.64,4
4.96,56.65,9.14,12.28,1.75,0.4,0.15,107.4,32.38,288.64,5
4.68,56.65,7.77,11.56,2.31,0.38,0.13,107.4,32.38,288.64,6
5.26,56.65,10.11,16.86,3.36,0.29,0.11,107.4,32.38,288.64,7
5.68,56.65,6.76,10.7,2.33,0.42,0.1,107.4,32.38,288.64,8
4.07,56.65,8.75,10.56,2.6,0.57,0.15,107.4,32.38,288.64,9
4.76,56.65,9.49,13.44,2.17,0.45,0.11,107.4,32.38,288.64,10
6.15,56.65,7.5,12.8,2.69,0.35,0.16,107.4,32.38,288.64,11
6.22,56.65,9.6,14.09,2.1,0.45,0.16,107.4,32.38,288.64,12
2.31,63.62,2.7,4.9,4.27,0.41,0.28,195.4,42.57,361.63,1
2.04,63.62,2.87,4.35,2.46,0.48,0.25,195.4,42.57,361.63,2
2.03,63.62,3.74,4.19,1.36,0.49,0.29,195.4,42.57,361.63,3
2.47,63.62,4.25,5.18,1.97,0.47,0.35,195.4,42.57,361.63,4
4.68,63.62,5.56,7.5,2.38,0.57,0.3,195.4,42.57,361.63,5
4.39,63.62,5.59,6.35,1.71,0.59,0.3,195.4,42.57,361.63,6
6.72,63.62,6.28,8.51,2.31,0.53,0.35,195.4,42.57,361.63,7
5.58,63.62,5.9,7.19,1.79,0.54,0.35,195.4,42.57,361.63,8
4.5,63.62,4.98,7.6,3.08,0.53,0.29,195.4,42.57,361.63,9
3.45,63.62,5.33,7.39,2.98,0.6,0.38,195.4,42.57,361.63,10
2.88,63.62,3.35,4.27,2.41,0.54,0.3,195.4,42.57,361.63,11
2.67,63.62,3.95,5.59,3.94,0.49,0.28,195.4,42.57,361.63,12
2.83,91.37,4.83,6.91,3.96,0.56,0.35,380.72,40.35,293,1
3.01,91.37,4.32,5.82,2.08,0.5,0.38,380.72,40.35,293,2
2.99,91.37,5.24,6.11,1.94,0.58,0.4,380.72,40.35,293,3
3.58,91.37,5.47,6.16,1.76,0.56,0.35,380.72,40.35,293,4
4.25,91.37,6.53,7.06,1.45,0.67,0.35,380.72,40.35,293,5
6.82,91.37,7.42,9.96,2.06,0.63,0.37,380.72,40.35,293,6
6.34,91.37,7.81,11.11,2.93,0.54,0.4,380.72,40.35,293,7
6.05,91.37,7.32,9.31,1.85,0.55,0.33,380.72,40.35,293,8
4.08,91.37,5.88,7.65,2.13,0.56,0.31,380.72,40.35,293,9
3.47,91.37,5.26,6.16,1.9,0.65,0.36,380.72,40.35,293,10
2.93,91.37,6.05,7.85,2.18,0.54,0.29,380.72,40.35,293,11
3.76,91.37,6.26,7.99,2.13,0.6,0.42,380.72,40.35,293,12
0.61,43.32,1.07,1.38,3.09,0.36,0.19,1330.89,44.34,1339.36,1
0.97,43.32,1.68,2.9,4.95,0.47,0.24,1330.89,44.34,1339.36,2
1.29,43.32,2.15,3.46,5.04,0.36,0.19,1330.89,44.34,1339.36,3
2.15,43.32,3.86,5.34,2.47,0.5,0.27,1330.89,44.34,1339.36,4
5.51,43.32,7.44,14.54,5.36,0.58,0.28,1330.89,44.34,1339.36,5
3.66,43.32,5.04,6.89,2.47,0.45,0.2,1330.89,44.34,1339.36,6
2.41,43.32,2.73,3.83,2.58,0.32,0.18,1330.89,44.34,1339.36,7
3.53,43.32,4.85,6.39,2.48,0.5,0.17,1330.89,44.34,1339.36,8
1.57,43.32,3.21,4.7,3.62,0.51,0.18,1330.89,44.34,1339.36,9
2.27,43.32,2.69,4.2,4.46,0.41,0.19,1330.89,44.34,1339.36,10
0.78,43.32,1.95,2.16,1.34,0.4,0.12,1330.89,44.34,1339.36,11
0.67,43.32,1.58,1.78,1.96,0.35,0.21,1330.89,44.34,1339.36,12
0.45,39.59,1.27,1.95,2.64,0.38,0.08,823.86,46.01,1409.54,1
0.59,39.59,1.33,1.82,2.84,0.29,0.13,823.86,46.01,1409.54,2
1.1,39.59,2.36,3.6,2.91,0.29,0.15,823.86,46.01,1409.54,3
2.03,39.59,3.35,4.21,2.53,0.41,0.22,823.86,46.01,1409.54,4
3.99,39.59,6.43,9.01,2.08,0.49,0.26,823.86,46.01,1409.54,5
3.6,39.59,4.68,7.47,3.6,0.52,0.25,823.86,46.01,1409.54,6
4.74,39.59,5.42,7.45,2.75,0.45,0.2,823.86,46.01,1409.54,7
3.92,39.59,4.98,6.86,2.28,0.48,0.21,823.86,46.01,1409.54,8
2.07,39.59,4.04,5.96,2.08,0.47,0.16,823.86,46.01,1409.54,9
1.39,39.59,3.12,4.22,3.07,0.38,0.15,823.86,46.01,1409.54,10
0.76,39.59,4.12,8.9,2.61,0.25,0.05,823.86,46.01,1409.54,11
0.31,39.59,0.88,0.91,1.93,0.21,0.12,823.86,46.01,1409.54,12
1.46,66.03,3.22,4.86,2.53,0.34,0.12,444.1,39.55,1117.66,1
2.06,66.03,4.58,7.33,2.8,0.28,0.14,444.1,39.55,1117.66,2
2.68,66.03,4.84,8.04,2.83,0.42,0.17,444.1,39.55,1117.66,3
5.13,66.03,7.1,9.81,2.73,0.36,0.26,444.1,39.55,1117.66,4
7.11,66.03,8.58,12.36,2.86,0.52,0.25,444.1,39.55,1117.66,5
8.26,66.03,8.78,13.43,2.39,0.4,0.25,444.1,39.55,1117.66,6
8.12,66.03,9.99,12.97,2.01,0.4,0.22,444.1,39.55,1117.66,7
8.17,66.03,10.51,12.21,1.68,0.36,0.22,444.1,39.55,1117.66,8
7.55,66.03,9.5,16.04,3.93,0.43,0.18,444.1,39.55,1117.66,9
4.77,66.03,6.66,8.95,2.44,0.42,0.17,444.1,39.55,1117.66,10
1.94,66.03,4.53,8.63,4.89,0.3,0.11,444.1,39.55,1117.66,11
1.86,66.03,4.72,8.51,3.12,0.39,0.13,444.1,39.55,1117.66,12
0.87,11.35,2.08,2.1,1.53,0.38,0.1,1469.92,39.13,965.58,1
0.76,11.35,1.59,1.95,3.02,0.2,0.12,1469.92,39.13,965.58,2
0.91,11.35,2.1,2.38,2,0.2,0.1,1469.92,39.13,965.58,3
1.37,11.35,3.28,4.25,2.28,0.29,0.12,1469.92,39.13,965.58,4
1.28,11.35,2.62,3.09,2.1,0.43,0.08,1469.92,39.13,965.58,5
0.6,11.35,2.01,2.28,1.58,0.24,0.05,1469.92,39.13,965.58,6
1.39,11.35,3,4.28,2.69,0.26,0.08,1469.92,39.13,965.58,7
1.6,11.35,3.31,4.35,3.76,0.26,0.1,1469.92,39.13,965.58,8
1.63,11.35,3.18,4.17,2.41,0.31,0.11,1469.92,39.13,965.58,9
1.6,11.35,3.32,4.26,2.1,0.24,0.1,1469.92,39.13,965.58,10
0.96,11.35,3.42,3.51,0.9,0.31,0.08,1469.92,39.13,965.58,11
1.22,11.35,2.63,3.41,2.05,0.24,0.13,1469.92,39.13,965.58,12
1.65,57.85,4.4,5.36,1.77,0.32,0.09,473.05,34.99,699.14,1
2.29,57.85,5.79,8.57,2.18,0.17,0.11,473.05,34.99,699.14,2
3.56,57.85,5.82,9.95,2.58,0.43,0.14,473.05,34.99,699.14,3
8.48,57.85,10.69,16.73,3.18,0.31,0.18,473.05,34.99,699.14,4
9.56,57.85,9.61,15.88,2.71,0.5,0.2,473.05,34.99,699.14,5
7.99,57.85,9.54,13.24,2.94,0.35,0.18,473.05,34.99,699.14,6
8.41,57.85,11.81,17.4,3.56,0.44,0.14,473.05,34.99,699.14,7
5.36,57.85,8.52,9.86,1.71,0.31,0.13,473.05,34.99,699.14,8
6.45,57.85,7.82,10.54,2.11,0.43,0.15,473.05,34.99,699.14,9
6.26,57.85,8.1,11.36,1.78,0.37,0.16,473.05,34.99,699.14,10
4.36,57.85,8.85,11.55,1.26,0.38,0.09,473.05,34.99,699.14,11
2.84,57.85,3.87,5.83,2.19,0.27,0.1,473.05,34.99,699.14,12
0.97,21.11,1.85,2.5,2.66,0.38,0.26,903.06,48.3,585.56,1
1.12,21.11,2.15,2.57,2.45,0.36,0.27,903.06,48.3,585.56,2
0.88,21.11,1.78,1.92,2.32,0.42,0.26,903.06,48.3,585.56,3
1.29,21.11,2.3,2.23,1.25,0.41,0.17,903.06,48.3,585.56,4
1.72,21.11,3.08,4.27,2.86,0.38,0.2,903.06,48.3,585.56,5
2.82,21.11,4.55,5.08,1.73,0.34,0.19,903.06,48.3,585.56,6
1.93,21.11,3.18,3.78,2.1,0.21,0.11,903.06,48.3,585.56,7
1.34,21.11,2.6,2.69,1.34,0.23,0.1,903.06,48.3,585.56,8
1.3,21.11,2.79,3.59,2.6,0.4,0.12,903.06,48.3,585.56,9
1.26,21.11,2.76,3.81,3.71,0.47,0.22,903.06,48.3,585.56,10
1.11,21.11,2.14,2.31,2.5,0.37,0.22,903.06,48.3,585.56,11
1.16,21.11,2.6,2.82,2.35,0.47,0.28,903.06,48.3,585.56,12
3.72,81.65,6.59,11.24,2.49,0.33,0.13,378.02,36.01,693.69,1
3.7,81.65,5.98,7.12,1.51,0.3,0.16,378.02,36.01,693.69,2
5.62,81.65,9.61,13.61,2.63,0.36,0.22,378.02,36.01,693.69,3
7.67,81.65,12.7,21.29,3.51,0.44,0.25,378.02,36.01,693.69,4
7.98,81.65,11.7,15.57,2.62,0.5,0.28,378.02,36.01,693.69,5
6.2,81.65,9.93,10.95,1.39,0.44,0.16,378.02,36.01,693.69,6
7.25,81.65,9.99,14.16,2.21,0.3,0.18,378.02,36.01,693.69,7
10.5,81.65,10.03,14.48,2.47,0.46,0.19,378.02,36.01,693.69,8
10.3,81.65,9.23,15.7,2.76,0.4,0.19,378.02,36.01,693.69,9
8.4,81.65,10.34,14.75,2.31,0.37,0.23,378.02,36.01,693.69,10
4.29,81.65,8.95,16.66,3.13,0.34,0.14,378.02,36.01,693.69,11
4.61,81.65,9.41,18.47,4.96,0.29,0.17,378.02,36.01,693.69,12
6.02,92.1,9.38,15.69,3.42,0.48,0.18,85.81,31.95,184.19,1
6.6,92.1,9.12,13.37,2.2,0.42,0.26,85.81,31.95,184.19,2
5.06,92.1,7.54,10.84,2.11,0.53,0.19,85.81,31.95,184.19,3
8.44,92.1,14.67,21.91,2.44,0.54,0.18,85.81,31.95,184.19,4
7.03,92.1,9.21,14.1,2.39,0.51,0.18,85.81,31.95,184.19,5
5.92,92.1,6.23,8.52,2,0.55,0.19,85.81,31.95,184.19,6
11.66,92.1,10.38,16.3,3.37,0.5,0.25,85.81,31.95,184.19,7
9.69,92.1,10.01,16.12,2.72,0.55,0.22,85.81,31.95,184.19,8
6.83,92.1,8.81,14.86,2.8,0.46,0.17,85.81,31.95,184.19,9
5.58,92.1,5.62,12.12,3.79,0.45,0.22,85.81,31.95,184.19,10
7.67,92.1,10.29,20.07,3.38,0.3,0.19,85.81,31.95,184.19,11
7.71,92.1,12.45,17.67,2.09,0.5,0.26,85.81,31.95,184.19,12
1.36,82.18,2.6,3.83,2.58,0.26,0.11,296.87,40.08,1147.01,1
1.92,82.18,3.16,5.64,3.02,0.3,0.16,296.87,40.08,1147.01,2
3.56,82.18,6.05,6.95,1.75,0.44,0.17,296.87,40.08,1147.01,3
5.12,82.18,7.58,9.36,2.04,0.52,0.28,296.87,40.08,1147.01,4
7.77,82.18,9.31,14.04,3.38,0.53,0.26,296.87,40.08,1147.01,5
9.92,82.18,11.42,17.27,2.9,0.48,0.28,296.87,40.08,1147.01,6
6.4,82.18,8.57,11.64,2.02,0.44,0.24,296.87,40.08,1147.01,7
8.99,82.18,9.13,15.93,3.05,0.37,0.32,296.87,40.08,1147.01,8
9.4,82.18,7.51,14.97,3.38,0.47,0.29,296.87,40.08,1147.01,9
4.74,82.18,8.47,10.06,1.56,0.48,0.17,296.87,40.08,1147.01,10
3.17,82.18,6.77,9.38,1.65,0.37,0.13,296.87,40.08,1147.01,11
2.42,82.18,6.14,10.61,2.89,0.36,0.14,296.87,40.08,1147.01,12
2.44,61.67,4.75,7.47,2.82,0.46,0.19,246.35,41.01,605.32,1
2.47,61.67,4.72,7.85,3.46,0.38,0.19,246.35,41.01,605.32,2
3.24,61.67,6.8,10.83,4.66,0.39,0.19,246.35,41.01,605.32,3
4.01,61.67,6.55,7.64,1.88,0.56,0.28,246.35,41.01,605.32,4
5.25,61.67,5.87,7.32,2.13,0.56,0.23,246.35,41.01,605.32,5
5.72,61.67,8.85,11.34,2.37,0.49,0.23,246.35,41.01,605.32,6
4.97,61.67,6.61,9.37,3.32,0.4,0.21,246.35,41.01,605.32,7
8.04,61.67,9.64,15.41,4.57,0.53,0.19,246.35,41.01,605.32,8
2.95,61.67,6.94,7.8,1.68,0.49,0.17,246.35,41.01,605.32,9
2.93,61.67,4.53,5.75,2.43,0.51,0.25,246.35,41.01,605.32,10
2.12,61.67,4.84,8.94,4.11,0.46,0.15,246.35,41.01,605.32,11
2.41,61.67,4.38,5.19,2.14,0.41,0.22,246.35,41.01,605.32,12
